"Orszag","IskolaTipusa","Nem","SzamitogepekOtthon","OraszamIskolaMat","OraszamIskolaTermTud","OraszamOtthonMat","OraszamOtthonTermTud","OraszamOtthonNyelv","KulonOrakMat","KulonOrakTermTud","KulonOrakNyelv","PontMat","PontSzovegertes","PontTermTud"
"HUN      ","Gimn4Osztalyos","No","2",2,0,1,0,1,0,0,0,543.068,504.118,517.703
"HUN      ","Gimn4Osztalyos","No","1",3,4,2,2,3,NA,NA,NA,545.891,583.2,566.9
"HUN      ","Gimn4Osztalyos","No","2",3,6,7,18,9,NA,NA,NA,547.963,537.526,562.151
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,0,0,1,0,0,0,591.015,614.644,632.862
"HUN      ","Gimn4Osztalyos","No","2",2,0,2,0,1,0,0,0,585.463,572.365,545.804
"HUN      ","Gimn4Osztalyos","No","1",3,6,1,3,2,0,0,0,667.733,665.764,657.516
"HUN      ","Gimn4Osztalyos","No",">=3",3,6,3,15,3,NA,NA,NA,594.362,606.973,615.162
"HUN      ","Gimn4Osztalyos","No","2",3,6,1,5,3,0,0,0,633.675,599.851,646.031
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,2,NA,2,0,0,0,599.641,607.535,575.279
"HUN      ","Gimn4Osztalyos","No","2",3,4,NA,1,2,NA,1,NA,519.734,550.942,550.403
"HUN      ","Gimn4Osztalyos","No","1",4,4,1,5,1,0,0,0,644.551,699.616,638.454
"HUN      ","Gimn4Osztalyos","No","2",3,4,3,4,5,0,1,0,511.17,558.611,506.87
"HUN      ","Gimn4Osztalyos","Ferfi",NA,2,0,1,NA,1,1,NA,NA,549.389,550.226,541.714
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,2,4,2,NA,2,NA,571.978,488.52,489.87
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,NA,1,3,NA,NA,NA,641.845,556.485,603.526
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,5,1,4,4,0,2,0,577.039,530.354,533.056
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,2,2,1,NA,NA,NA,609.68,562.111,547.373
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,3,4,5,0,0,0,586.945,515.739,609.757
"HUN      ","Gimn4Osztalyos","Ferfi","2",2,0,0,0,1,0,1,0,535.114,511.453,512.598
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,4,3,4,0,1,0,586.022,556.188,625.535
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,1,2,1,0,0,0,595.686,556.389,570.732
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",2,0,1,NA,1,NA,NA,NA,568.213,513.406,547.041
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,5,1,4,4,NA,NA,NA,685.671,585.774,625.209
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,5,1,4,4,0,0,0,618.528,632.505,646.984
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,6,0,10,3,1,0,0,616.242,616.307,653.249
"HUN      ","Gimn4Osztalyos","No","2",4,6,1,1,1,0,0,0,637.018,572.841,649.302
"HUN      ","Gimn4Osztalyos","No","2",3,8,2,10,1,0,0,0,551.43,608.54,624.961
"HUN      ","Gimn4Osztalyos","No",">=3",3,8,1,7,0,1,0,0,714.542,645.988,647.898
"HUN      ","Szakkozep","No","2",3,3,4,3,7,0,0,0,555.677,458.43,503.019
"HUN      ","Szakkozep","No","2",4,3,7,4,4,NA,1,NA,542.22,493.512,533.807
"HUN      ","Szakkozep","No","2",3,3,3,2,1,0,1,0,482.273,495.742,533.249
"HUN      ","Szakkozep","No","1",2,0,NA,NA,1,NA,NA,NA,517.308,446.688,450.681
"HUN      ","Szakkozep","No","2",3,3,1,3,2,1,1,1,497.058,505.897,514.581
"HUN      ","Szakkozep","No","1",3,3,4,1,1,1,4,1,551.406,542.558,542.758
"HUN      ","Szakkozep","No","1",3,3,3,1,2,0,0,0,583.879,536.733,577.341
"HUN      ","Szakkozep","No","2",4,2,1,1,2,NA,1,1,472.305,538.601,478.722
"HUN      ","Szakkozep","No","1",4,3,1,1,1,0,0,0,492.667,524.64,546.176
"HUN      ","Szakkozep","No",">=3",3,3,7,5,9,NA,NA,NA,459.813,458.322,415.1
"HUN      ","Szakkozep","No","1",3,3,2,1,1,0,0,0,585.102,573.789,573.493
"HUN      ","Szakkozep","No","2",3,4,1,1,1,1,1,2,522.531,543.51,524.527
"HUN      ","Szakkozep","No","2",4,3,2,0,0,0,0,0,610.143,545.645,579.847
"HUN      ","Szakkozep","No","2",3,4,1,2,2,NA,NA,NA,434.789,463.085,434.461
"HUN      ","Szakkozep","No","1",3,4,3,2,3,NA,1,NA,458.519,550.069,524.295
"HUN      ","Szakkozep","No","2",4,3,5,2,3,1,3,3,496.648,458.386,470.978
"HUN      ","Szakkozep","No",">=3",3,3,NA,0,1,NA,NA,NA,532.411,656.891,623.058
"HUN      ","Szakkozep","No",">=3",3,3,5,3,5,NA,NA,NA,586.707,519.623,524.951
"HUN      ","Szakkozep","No",">=3",4,3,2,2,2,0,0,0,563.929,580.856,587.468
"HUN      ","Szakkozep","No",">=3",3,3,6,4,8,NA,NA,NA,503.149,531.377,520.339
"HUN      ","Szakkozep","Ferfi",">=3",3,3,0,0,0,0,0,0,548.73,467.915,535.725
"HUN      ","Szakkozep","Ferfi","1",3,0,1,0,0,0,0,0,566.725,484.865,460.724
"HUN      ","Szakkozep","Ferfi","2",4,3,3,3,3,NA,NA,NA,574.681,528.207,570.886
"HUN      ","Szakkozep","Ferfi",">=3",3,3,5,6,6,6,5,5,499.356,428.364,487.544
"HUN      ","Szakkozep","Ferfi","2",3,3,1,2,1,0,0,0,468.449,444.538,461.443
"HUN      ","Szakkozep","Ferfi","1",3,3,0,0,0,0,0,0,558.205,513.881,543.402
"HUN      ","Szakkozep","Ferfi",">=3",2,0,1,NA,NA,NA,NA,NA,517.764,540.536,530.642
"HUN      ","Szakkozep","Ferfi","2",3,3,3,2,1,NA,NA,NA,572.596,588.133,558.844
"HUN      ","Szakkozep","Ferfi","2",3,3,4,2,1,0,3,0,517.497,397.292,454.675
"HUN      ","Szakkozep","Ferfi","2",3,3,0,1,1,0,0,1,566.873,526.568,539.046
"HUN      ","Szakkozep","No",">=3",3,6,0,1,1,0,0,0,577.883,598.41,570.411
"HUN      ","Szakkozep","No",">=3",3,6,1,2,1,7,3,4,597.765,601.791,644.932
"HUN      ","Szakkozep","No",">=3",3,6,1,2,0,0,0,0,516.742,514.95,570.148
"HUN      ","Szakkozep","Ferfi","2",3,6,1,1,1,0,0,0,594.009,505.882,588.079
"HUN      ","AltIskola","Ferfi","2",4,6,5,2,6,0,2,2,437.14,332.513,372.291
"HUN      ","Gimn6Osztalyos","No","2",4,6,2,2,2,0,1,0,454.582,508.105,516.291
"HUN      ","Gimn6Osztalyos","No","1",2,3,1,1,1,1,2,2,541.163,539.668,584.075
"HUN      ","Gimn6Osztalyos","No","1",2,3,1,1,1,0,0,0,537.798,643.88,626.18
"HUN      ","Gimn6Osztalyos","No","2",2,3,2,2,2,NA,NA,NA,586.771,609.924,624.143
"HUN      ","Gimn6Osztalyos","No",">=3",2,3,0,2,7,3,1,2,411.793,457.586,395.485
"HUN      ","Gimn6Osztalyos","No","2",2,3,4,1,2,NA,1,NA,565.019,576.86,516.498
"HUN      ","Gimn6Osztalyos","No","2",2,3,1,2,1,NA,1,NA,510.018,527.825,489.13
"HUN      ","Gimn6Osztalyos","No","1",4,4,1,4,NA,NA,NA,NA,573.448,608.726,581.794
"HUN      ","Gimn6Osztalyos","No","2",4,4,2,3,1,0,0,0,597.761,617.468,614.394
"HUN      ","Gimn6Osztalyos","No","2",4,4,0,2,1,0,2,0,455.714,475.207,489.894
"HUN      ","Gimn6Osztalyos","No","1",4,4,4,3,2,0,4,0,408.857,474.638,429.74
"HUN      ","Gimn6Osztalyos","No","1",4,4,2,3,3,NA,NA,NA,582.632,566.944,574.684
"HUN      ","Gimn6Osztalyos","No",">=3",5,4,2,6,5,0,0,0,453.011,503.817,504.645
"HUN      ","Gimn6Osztalyos","No",">=3",5,4,2,1,1,0,0,0,532.4,525.926,495.06
"HUN      ","Gimn6Osztalyos","No","1",4,4,4,5,6,0,0,0,554.884,562.213,503.711
"HUN      ","Gimn6Osztalyos","No","2",4,4,5,4,3,0,0,0,598.36,621.695,613.275
"HUN      ","Gimn6Osztalyos","No","2",3,4,1,2,2,1,1,1,501.11,518.556,460.931
"HUN      ","Gimn6Osztalyos","Ferfi","2",2,3,2,1,3,NA,NA,NA,603.822,619.84,619.511
"HUN      ","Gimn6Osztalyos","Ferfi","2",2,2,0,2,3,0,0,0,406.537,425.896,435.577
"HUN      ","Gimn6Osztalyos","Ferfi","1",2,3,1,2,1,0,0,0,554.223,473.429,533.14
"HUN      ","Gimn6Osztalyos","Ferfi","1",2,3,1,1,1,0,0,0,600.517,548.148,604.07
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",2,3,1,4,2,0,0,0,550.735,502.397,510.577
"HUN      ","Gimn6Osztalyos","Ferfi","2",2,3,2,2,2,1,2,2,538.28,486.079,508.259
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",4,4,1,2,1,0,0,0,515.447,517.753,539.267
"HUN      ","Gimn6Osztalyos","Ferfi","2",4,4,6,2,3,0,2,0,560.628,465.361,534.771
"HUN      ","Gimn6Osztalyos","Ferfi","2",4,4,3,1,2,0,0,0,583.414,534.748,549.043
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",4,4,1,4,4,NA,NA,NA,541.48,576.162,596.009
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",4,4,4,4,1,1,1,NA,532.37,613.895,554.882
"HUN      ","Gimn6Osztalyos","Ferfi","1",4,4,8,4,1,NA,NA,NA,592.807,445.205,528.969
"HUN      ","Gimn6Osztalyos","No","2",5,5,4,6,2,0,0,0,571.992,492.779,473.153
"HUN      ","Gimn6Osztalyos","No","0",5,6,1,1,1,0,1,0,471.102,512.772,442.903
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",4,4,2,1,1,0,1,0,452.284,460.867,448.134
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",4,5,1,1,1,NA,NA,NA,509.01,429.935,465.484
"HUN      ","AltIskola","Ferfi","2",4,4,9,9,9,5,6,6,294.033,344.464,366.726
"HUN      ","AltIskola","Ferfi","2",4,5,0,1,0,1,2,3,339.004,357.737,341.472
"HUN      ","AltIskola","No","1",4,5,NA,NA,NA,NA,NA,NA,305.662,387.799,364.407
"HUN      ","AltIskola","No","2",5,3,1,4,10,3,1,4,307.508,432.927,397.812
"HUN      ","AltIskola","No","2",5,5,3,2,2,1,3,2,290.547,195.963,248.383
"HUN      ","AltIskola","Ferfi","1",5,5,5,2,4,1,5,5,323.605,337.401,308.766
"HUN      ","AltIskola","Ferfi","1",5,6,0,0,0,0,0,0,414.485,478.903,486.223
"HUN      ","AltIskola","Ferfi","2",7,4,7,5,4,3,7,4,556.408,540.511,559.805
"HUN      ","AltIskola","Ferfi","2",5,4,5,4,3,0,1,1,467.421,268.975,367.146
"HUN      ","AltIskola","Ferfi","2",5,4,3,10,5,0,0,1,532.998,534.034,544.325
"HUN      ","AltIskola","No","2",3,7,NA,NA,NA,NA,NA,NA,303.922,418.051,386.76
"HUN      ","AltIskola","Ferfi","1",4,4,2,2,3,1,3,2,381.375,317.128,371.936
"HUN      ","AltIskola","Ferfi",NA,2,5,10,6,12,2,3,5,480.3,432.575,406.042
"HUN      ","Gimn4Osztalyos","No",">=3",NA,NA,1,1,1,NA,NA,NA,346.858,329.235,378.891
"HUN      ","Gimn4Osztalyos","No","1",3,6,NA,NA,NA,NA,NA,NA,463.104,396.489,381.407
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,2,1,2,0,1,1,382.851,393.52,342.908
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,4,6,3,NA,4,4,426.968,385.256,423.58
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,1,NA,1,NA,NA,NA,267.668,239.34,258.856
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,17,4,22,4,9,12,341.815,316.676,354.572
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,2,1,3,NA,NA,NA,467.233,368.645,423.413
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,3,1,1,1,NA,NA,NA,381.187,357.441,351.009
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,6,NA,NA,NA,NA,NA,NA,476.995,548.075,476.916
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,3,1,NA,2,NA,NA,NA,479.153,469.233,494.142
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,4,5,4,7,4,4,441.008,335.218,330.683
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,6,1,1,1,NA,NA,NA,426.345,400.192,438.274
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,5,1,1,1,0,0,0,461.545,438.901,473.616
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,NA,NA,NA,NA,NA,NA,557.947,413.73,499.049
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,5,12,8,12,7,5,4,411.463,427.951,408.224
"HUN      ","Gimn8Osztalyos","No","2",4,6,3,3,2,0,0,0,571.687,656.286,602.151
"HUN      ","Gimn8Osztalyos","No",">=3",4,6,1,1,1,0,1,0,639.612,660.593,647.083
"HUN      ","Gimn8Osztalyos","No",">=3",3,6,2,1,1,NA,NA,NA,569.741,605.14,535.454
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,5,0,0,1,0,0,0,517.77,497.643,507.904
"HUN      ","Gimn8Osztalyos","Ferfi","2",3,6,0,2,1,2,2,NA,586.658,543.756,513.017
"HUN      ","Gimn8Osztalyos","Ferfi","2",3,6,0,1,1,0,1,0,566.904,523.79,568.94
"HUN      ","Gimn8Osztalyos","No","2",3,6,2,3,4,NA,NA,NA,625.772,629.137,593.711
"HUN      ","Gimn8Osztalyos","No","2",5,6,3,2,1,0,2,0,637.843,660.269,637.924
"HUN      ","Gimn8Osztalyos","No","2",3,6,3,1,2,0,0,0,630.185,641.078,654.548
"HUN      ","Gimn8Osztalyos","No","2",3,6,2,3,0,0,0,0,663.609,689.111,679.717
"HUN      ","Gimn8Osztalyos","No",">=3",3,6,3,0,1,0,0,0,561.585,579.729,551.507
"HUN      ","Gimn8Osztalyos","No",">=3",3,6,NA,2,1,NA,NA,NA,618.551,619.153,611.614
"HUN      ","Gimn8Osztalyos","No","1",3,6,5,3,2,0,0,0,505.839,580.353,508.114
"HUN      ","Gimn8Osztalyos","Ferfi","2",3,6,2,1,1,NA,NA,NA,735.167,754.631,724.904
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,6,1,2,4,NA,NA,NA,621.196,694.212,630.775
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,6,NA,3,NA,2,2,NA,714.417,687.203,672.404
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,6,0,1,1,0,0,0,681.438,622.244,654.51
"HUN      ","Gimn8Osztalyos","Ferfi","2",3,6,18,7,8,9,8,7,524.576,544.801,526.602
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,6,1,7,0,7,1,0,619.05,573.341,541.943
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,6,17,17,17,2,0,0,665.049,577.569,603.47
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,7,1,6,5,NA,NA,NA,630.836,546.831,584.349
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,6,3,2,5,5,2,6,502.378,575.934,532.157
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",4,8,1,1,1,2,0,0,640.899,597.398,528.77
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,6,1,7,2,NA,NA,NA,720.749,691.643,717.683
"HUN      ","Gimn8Osztalyos","Ferfi","2",3,6,2,3,1,NA,NA,NA,633.479,590.756,639.423
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,6,3,2,1,0,1,0,588.168,605.661,611.24
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",3,6,NA,NA,NA,NA,NA,NA,561.589,526.978,521.979
"HUN      ","Gimn8Osztalyos","Ferfi","2",3,6,3,6,4,NA,1,NA,493.215,461.717,476.876
"HUN      ","Gimn8Osztalyos","No",">=3",5,6,4,1,1,0,0,0,581.738,651.642,608.793
"HUN      ","Gimn8Osztalyos","No","1",5,8,1,1,1,3,0,1,603.059,601.359,610.302
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",4,6,4,2,3,NA,NA,NA,682.791,569.151,617.645
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",6,9,3,2,2,2,1,2,751.899,716.432,750.15
"HUN      ","Gimn8Osztalyos","Ferfi","2",4,10,0,3,2,0,0,0,627.671,643.512,661.303
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",4,6,0,0,5,0,0,NA,613.647,639.622,673.062
"HUN      ","Gimn4Osztalyos","No","2",3,5,3,5,5,NA,3,5,370.208,383.765,353.702
"HUN      ","Gimn4Osztalyos","No","2",5,4,2,2,2,NA,NA,NA,443.898,468.555,439.906
"HUN      ","Gimn4Osztalyos","No","2",4,5,3,3,3,0,0,0,428.968,415.314,406.313
"HUN      ","Gimn4Osztalyos","No","1",3,4,1,1,2,0,0,0,421.257,505.228,437.025
"HUN      ","Gimn4Osztalyos","No","2",4,4,4,4,5,0,3,2,395.873,371.702,373.952
"HUN      ","Gimn4Osztalyos","No","1",3,5,4,5,6,NA,NA,NA,505.429,507.732,544.094
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,3,3,2,5,0,0,0,335.676,270.428,320.001
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,6,1,1,2,NA,NA,NA,482.369,409.23,448.314
"HUN      ","Gimn4Osztalyos","No","1",3,6,3,2,4,NA,NA,NA,424.632,427.594,446.316
"HUN      ","Gimn4Osztalyos","No","2",3,6,2,3,1,0,0,0,477.674,457.284,465.363
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,6,2,NA,4,NA,NA,NA,519.711,464.836,486.187
"HUN      ","Gimn6Osztalyos","No",">=3",3,5,8,8,5,NA,NA,NA,630.279,562.592,604.15
"HUN      ","Gimn6Osztalyos","No",">=3",5,5,2,8,2,NA,2,NA,641.39,589.553,627.493
"HUN      ","Gimn6Osztalyos","No",">=3",3,5,5,12,5,NA,NA,NA,610.255,729.458,655.853
"HUN      ","Gimn6Osztalyos","No","1",5,5,5,5,3,0,1,0,566.366,586.819,593.644
"HUN      ","Gimn6Osztalyos","No",">=3",3,5,4,5,2,0,0,0,541.808,597.893,527.994
"HUN      ","Gimn6Osztalyos","No","2",3,5,1,1,1,0,0,0,591.73,572.732,502.669
"HUN      ","Gimn6Osztalyos","No",">=3",5,5,1,3,1,NA,NA,NA,606.754,654.227,673.242
"HUN      ","Gimn6Osztalyos","No",">=3",3,5,4,6,1,0,3,0,508.446,606.447,565.321
"HUN      ","Gimn6Osztalyos","No","2",3,5,1,3,1,0,0,0,550.686,601.27,590.894
"HUN      ","Gimn6Osztalyos","No",">=3",5,5,5,5,5,0,0,0,591.272,652.242,636.69
"HUN      ","Gimn6Osztalyos","No","2",3,5,2,6,2,1,NA,NA,633.624,605.178,666.337
"HUN      ","Gimn6Osztalyos","No","1",5,5,4,8,2,3,2,0,603.973,571.58,508.677
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",5,5,1,3,0,3,1,0,605.017,647.938,622.825
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",5,5,19,1,3,0,0,0,567.214,535.876,559.776
"HUN      ","Gimn6Osztalyos","Ferfi","2",3,15,30,30,30,5,0,6,443.067,465.257,483.831
"HUN      ","Gimn6Osztalyos","Ferfi",NA,5,5,3,5,1,1,3,6,637.767,686.753,689.912
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",3,5,3,3,2,NA,NA,NA,590.343,456.212,493.195
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",5,5,5,10,0,1,1,0,659.884,591.076,620.546
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",5,6,10,12,7,NA,NA,NA,697.129,608.408,697.872
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",3,5,1,1,1,0,0,0,562.059,567.653,610.038
"HUN      ","Gimn6Osztalyos","Ferfi",">=3",5,5,3,5,NA,NA,NA,NA,621.218,596.848,596.349
"HUN      ","Gimn6Osztalyos","Ferfi","1",5,6,3,4,2,NA,NA,NA,516.189,544,525.663
"HUN      ","Gimn6Osztalyos","No",">=3",3,6,3,2,4,NA,NA,NA,563.282,536.83,496.007
"HUN      ","Gimn6Osztalyos","No",">=3",5,6,6,5,2,0,2,0,595.913,629.158,570.746
"HUN      ","Gimn6Osztalyos","No",">=3",5,6,0,5,3,0,0,0,641.352,664.248,676.341
"HUN      ","AltIskola","No","1",3,4,2,1,4,0,0,1,366.794,390.29,395.144
"HUN      ","AltIskola","No",">=3",3,4,30,30,30,20,20,NA,481.621,453.361,450.659
"HUN      ","AltIskola","Ferfi","2",4,4,2,10,23,11,4,8,348.954,308.426,320.597
"HUN      ","AltIskola","Ferfi","2",3,4,3,2,4,2,1,2,371.771,424.377,415.414
"HUN      ","AltIskola","Ferfi",">=3",4,5,4,3,3,NA,1,1,372.536,369.932,379.089
"HUN      ","Gimn4Osztalyos","No","1",4,4,3,3,3,0,0,0,637.939,591.823,584.794
"HUN      ","Gimn4Osztalyos","No","2",2,0,2,0,1,0,2,1,520.211,612.37,553.555
"HUN      ","Gimn4Osztalyos","No","1",4,0,2,1,2,0,0,0,574.247,556.76,589.665
"HUN      ","Gimn4Osztalyos","No","2",4,4,2,2,1,0,1,0,438.88,466.557,461.047
"HUN      ","Gimn4Osztalyos","No","1",6,4,5,2,4,0,0,0,473.963,511.828,532.563
"HUN      ","Gimn4Osztalyos","No",">=3",4,4,3,2,1,5,7,11,474.277,551.271,462.707
"HUN      ","Gimn4Osztalyos","No","2",4,0,5,4,7,0,0,0,582.318,622.245,588.266
"HUN      ","Gimn4Osztalyos","No","2",4,4,3,4,1,NA,NA,NA,583.798,571.186,569.879
"HUN      ","Gimn4Osztalyos","No","2",4,6,3,NA,2,NA,NA,NA,539.302,558.147,546.207
"HUN      ","Gimn4Osztalyos","No","1",4,4,1,1,2,0,0,0,543.354,589.993,551.908
"HUN      ","Gimn4Osztalyos","No",">=3",4,4,6,2,12,NA,2,NA,488.115,523.635,499.251
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,2,0,1,0,0,0,551.598,538.622,503.206
"HUN      ","Gimn4Osztalyos","No",">=3",4,0,4,6,7,0,0,0,531.883,542.208,562.473
"HUN      ","Gimn4Osztalyos","No","1",2,0,1,1,1,0,0,0,570.006,579.76,607.54
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,1,1,1,NA,NA,NA,587.585,570.202,622.42
"HUN      ","Gimn4Osztalyos","No","2",4,4,5,4,5,0,0,0,576.397,548.805,585.632
"HUN      ","Gimn4Osztalyos","Ferfi","2",6,4,30,9,15,NA,NA,NA,583.509,473.057,523.059
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,2,3,2,1,NA,NA,535.941,466.713,532.958
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",6,4,7,4,3,0,1,0,590.436,499.669,553.291
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,0,0,2,0,0,0,575.603,572.545,574.445
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,4,4,4,0,0,0,498.737,564.973,535.697
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,1,0,0,0,0,0,599.783,505.282,547.989
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,6,4,11,5,0,0,0,530.027,520.177,575.548
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,1,2,2,0,0,0,618.092,477.286,591.153
"HUN      ","Gimn4Osztalyos","Ferfi","1",2,0,2,0,2,0,0,0,544.529,584.396,570.892
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,4,5,4,2,2,0,440.459,519.44,514.728
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,9,15,5,4,1,1,554.942,512.112,535.136
"HUN      ","Gimn4Osztalyos","No","2",4,6,5,7,5,NA,NA,NA,604.544,602.597,622.994
"HUN      ","Gimn4Osztalyos","No","2",4,8,2,4,5,NA,NA,NA,419.032,491.823,373.091
"HUN      ","Gimn4Osztalyos","No",">=3",6,6,6,3,4,NA,1,NA,524.937,528.422,543.502
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",6,6,7,5,4,0,0,0,612.797,603.576,568.26
"HUN      ","Gimn4Osztalyos","Ferfi",NA,4,9,3,3,4,NA,NA,NA,563.48,584.268,603.587
"HUN      ","Szakkozep","Ferfi","1",4,5,4,5,4,0,0,0,558.845,533.599,567.763
"HUN      ","Szakkozep","Ferfi","2",10,6,NA,NA,NA,NA,NA,NA,412.014,449.608,460.914
"HUN      ","Szakkozep","Ferfi","1",4,4,1,1,1,NA,NA,NA,441.689,454.525,482.464
"HUN      ","Szakkozep","Ferfi","1",4,4,4,4,2,4,11,5,421.62,353.851,382.284
"HUN      ","Szakkozep","Ferfi","1",4,4,1,NA,NA,NA,1,NA,408.572,373.836,382.947
"HUN      ","Szakkozep","Ferfi","1",4,4,3,2,4,NA,NA,NA,504.373,419.018,458.174
"HUN      ","Szakkozep","Ferfi","1",4,4,5,4,7,8,8,8,457.491,409.126,446.786
"HUN      ","Szakkozep","Ferfi","2",4,4,3,NA,3,0,0,0,404.942,419.429,426.345
"HUN      ","Szakkozep","Ferfi","0",4,5,10,15,1,20,20,20,436.144,347.528,419.107
"HUN      ","Szakkozep","Ferfi","1",4,5,1,1,1,5,7,7,532.903,452.456,507.953
"HUN      ","Szakkozep","Ferfi",">=3",3,4,4,1,1,NA,4,5,375.52,407.055,402.902
"HUN      ","Szakkozep","Ferfi",">=3",4,4,3,NA,2,2,5,1,487.247,477.621,505.608
"HUN      ","Szakkozep","Ferfi",">=3",4,4,3,3,2,3,3,7,515.116,474.826,527.789
"HUN      ","Szakkozep","Ferfi","1",4,4,4,NA,4,NA,NA,NA,410.976,341.812,383.338
"HUN      ","Szakkozep","Ferfi","2",4,3,3,4,2,0,0,0,491,465.369,508.365
"HUN      ","Szakkozep","Ferfi","2",4,4,2,2,2,1,2,2,460.939,418.79,453.756
"HUN      ","Szakkozep","Ferfi","2",4,4,4,3,3,2,2,2,544.507,482.464,490.695
"HUN      ","Szakkozep","Ferfi",">=3",4,4,4,2,2,NA,NA,NA,576.585,475.998,524.352
"HUN      ","Szakkozep","Ferfi","2",3,4,0,0,1,0,20,5,463.767,381.616,415.295
"HUN      ","Szakkozep","Ferfi",">=3",4,4,4,3,4,2,4,4,414.717,417.497,425.953
"HUN      ","Szakkozep","Ferfi","1",4,4,4,6,6,7,5,4,508.973,382.017,448.529
"HUN      ","Szakkozep","Ferfi",">=3",4,6,7,5,7,9,10,12,440.936,416.73,495.396
"HUN      ","Szakkozep","Ferfi","2",5,10,2,2,2,2,2,2,380.217,354.209,356.708
"HUN      ","Szakkozep","Ferfi","1",4,4,8,8,8,NA,NA,NA,508.602,480.959,579.557
"HUN      ","Szakkozep","Ferfi","1",4,7,3,2,1,1,2,2,361.21,360.637,334.237
"HUN      ","Szakkozep","Ferfi","2",5,4,7,3,3,NA,NA,NA,496.179,424.105,504.681
"HUN      ","Szakkozep","Ferfi","2",4,4,2,2,2,0,0,0,572.658,494.057,601.141
"HUN      ","Szakkozep","Ferfi",">=3",5,7,4,1,2,NA,2,NA,525.838,433.98,503.474
